,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,total_infection_mean,total_vacciantion_mean
31428,CAN,North America,Canada,2020-01-23,2.0,2.0,,,,,0.053,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,5.253768442730233e-08,
31429,CAN,North America,Canada,2020-01-24,3.0,1.0,,,,,0.079,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,7.88065266409535e-08,
31430,CAN,North America,Canada,2020-01-25,3.0,0.0,,,,,0.079,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,7.88065266409535e-08,
31431,CAN,North America,Canada,2020-01-26,3.0,0.0,,,,,0.079,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-883.4,-3.45,-2.39,-23.20589521,7.88065266409535e-08,
31432,CAN,North America,Canada,2020-01-27,3.0,0.0,,,,,0.079,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,7.88065266409535e-08,
31433,CAN,North America,Canada,2020-01-28,4.0,1.0,0.571,,,,0.105,0.026,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.0507536885460466e-07,
31434,CAN,North America,Canada,2020-01-29,4.0,0.0,0.571,,,,0.105,0.0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.0507536885460466e-07,
31435,CAN,North America,Canada,2020-01-30,4.0,0.0,0.286,,,,0.105,0.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.0507536885460466e-07,
31436,CAN,North America,Canada,2020-01-31,4.0,0.0,0.143,,,,0.105,0.0,0.004,,,,,,,,,,,,,0.0,,0.0,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.0507536885460466e-07,
31437,CAN,North America,Canada,2020-02-01,4.0,0.0,0.143,,,,0.105,0.0,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.0507536885460466e-07,
31438,CAN,North America,Canada,2020-02-02,4.0,0.0,0.143,,,,0.105,0.0,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-1146.5,-3.62,-4.31,-30.1172276,1.0507536885460466e-07,
31439,CAN,North America,Canada,2020-02-03,4.0,0.0,0.143,,,,0.105,0.0,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.0507536885460466e-07,
31440,CAN,North America,Canada,2020-02-04,5.0,1.0,0.143,,,,0.131,0.026,0.004,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.3134421106825583e-07,
31441,CAN,North America,Canada,2020-02-05,6.0,1.0,0.286,,,,0.158,0.026,0.008,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.57613053281907e-07,
31442,CAN,North America,Canada,2020-02-06,6.0,0.0,0.286,,,,0.158,0.0,0.008,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.57613053281907e-07,
31443,CAN,North America,Canada,2020-02-07,8.0,2.0,0.571,,,,0.21,0.053,0.015,,,,,,,,,,,,,,,,,8.0,0.0,0.0714,14.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.1015073770920932e-07,
31444,CAN,North America,Canada,2020-02-08,8.0,0.0,0.571,,,,0.21,0.0,0.015,,,,,,,,,,,,,63.0,,0.002,,8.0,0.0,0.0714,14.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.1015073770920932e-07,
31445,CAN,North America,Canada,2020-02-09,8.0,0.0,0.571,,,,0.21,0.0,0.015,,,,,,,,,,,,,,,,,8.0,0.0,0.0714,14.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-1357.6,-3.59,-3.45,-35.66258019,2.1015073770920932e-07,
31446,CAN,North America,Canada,2020-02-10,9.0,1.0,0.714,,,,0.236,0.026,0.019,,,,,,,,,,,,,,,,,7.0,0.0,0.102,9.8,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.364195799228605e-07,
31447,CAN,North America,Canada,2020-02-11,9.0,0.0,0.571,,,,0.236,0.0,0.015,,,,,,,,,,,,,,,,,7.0,0.0,0.0816,12.3,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.364195799228605e-07,
31448,CAN,North America,Canada,2020-02-12,9.0,0.0,0.429,,,,0.236,0.0,0.011,,,,,,,,,,,,,,,,,7.0,0.0,0.0613,16.3,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.364195799228605e-07,
31449,CAN,North America,Canada,2020-02-13,9.0,0.0,0.429,,,,0.236,0.0,0.011,,,,,,,,,,,,,,,,,6.0,0.0,0.0715,14.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.364195799228605e-07,
31450,CAN,North America,Canada,2020-02-14,9.0,0.0,0.143,,,,0.236,0.0,0.004,,,,,,,,,,,,,,,,,6.0,0.0,0.0238,42.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.364195799228605e-07,
31451,CAN,North America,Canada,2020-02-15,9.0,0.0,0.143,,,,0.236,0.0,0.004,,,,,,,,,,,,,,,,,6.0,0.0,0.0238,42.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.364195799228605e-07,
31452,CAN,North America,Canada,2020-02-16,9.0,0.0,0.143,,,,0.236,0.0,0.004,,,,,,,,,,,,,109.0,,0.003,,6.0,0.0,0.0238,42.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-1727.7,-3.93,-6.06,-45.38467869,2.364195799228605e-07,
31453,CAN,North America,Canada,2020-02-17,10.0,1.0,0.143,,,,0.263,0.026,0.004,,,,,,,,,,,,,,,,,7.0,0.0,0.0204,49.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.6268842213651167e-07,
31454,CAN,North America,Canada,2020-02-18,10.0,0.0,0.143,,,,0.263,0.0,0.004,,,,,,,,,,,,,,,,,7.0,0.0,0.0204,49.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.6268842213651167e-07,
31455,CAN,North America,Canada,2020-02-19,10.0,0.0,0.143,,,,0.263,0.0,0.004,,,,,,,,,,,,,,,,,8.0,0.0,0.0179,55.9,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.6268842213651167e-07,
31456,CAN,North America,Canada,2020-02-20,11.0,1.0,0.286,,,,0.289,0.026,0.008,,,,,,,,,,,,,,,,,9.0,0.0,0.0318,31.5,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.8895726435016283e-07,
31457,CAN,North America,Canada,2020-02-21,13.0,2.0,0.571,,,,0.341,0.053,0.015,,,,,,,,,,,,,166.0,,0.004,,10.0,0.0,0.0571,17.5,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,3.4149494877746515e-07,
31458,CAN,North America,Canada,2020-02-22,14.0,1.0,0.714,,,,0.368,0.026,0.019,,,,,,,,,,,,,,,,,11.0,0.0,0.0649,15.4,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,3.677637909911163e-07,
31459,CAN,North America,Canada,2020-02-23,15.0,1.0,0.857,,,,0.394,0.026,0.023,,,,,,,,,,,,,,,,,13.0,0.0,0.0659,15.2,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-2098.8,-4.2,-6.13,-55.13304604,3.9403263320476747e-07,
31460,CAN,North America,Canada,2020-02-24,16.0,1.0,0.857,,,,0.42,0.026,0.023,,,,,,,,,,,,,212.0,,0.006,,13.0,0.0,0.0659,15.2,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,4.2030147541841863e-07,
31461,CAN,North America,Canada,2020-02-25,19.0,3.0,1.286,,,,0.499,0.079,0.034,,,,,,,,,,,,,230.0,18.0,0.006,0.0,14.0,0.0,0.0919,10.9,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,4.991080020593722e-07,
31462,CAN,North America,Canada,2020-02-26,20.0,1.0,1.429,,,,0.525,0.026,0.038,,,,,,,,,,,,,292.0,62.0,0.008,0.002,21.0,0.001,0.068,14.7,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,5.253768442730233e-07,
31463,CAN,North America,Canada,2020-02-27,22.0,2.0,1.571,,,,0.578,0.053,0.041,,,,,,,,,,,,,369.0,77.0,0.01,0.002,31.0,0.001,0.0507,19.7,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,5.779145287003257e-07,
31464,CAN,North America,Canada,2020-02-28,28.0,6.0,2.143,,,,0.736,0.158,0.056,,,,,,,,,,,,,,,,,39.0,0.001,0.0549,18.2,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,7.355275819822326e-07,
31465,CAN,North America,Canada,2020-02-29,33.0,5.0,2.714,,,,0.867,0.131,0.071,,,,,,,,,,,,,510.0,,0.013,,47.0,0.001,0.0577,17.3,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,8.668717930504884e-07,
31466,CAN,North America,Canada,2020-03-01,38.0,5.0,3.286,,,,0.998,0.131,0.086,,,,,,,,,,,,,635.0,125.0,0.017,0.003,63.0,0.002,0.0522,19.2,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-2309.9,-4.13,-3.53,-60.67839863,9.982160041187443e-07,
31467,CAN,North America,Canada,2020-03-02,45.0,7.0,4.143,,,,1.182,0.184,0.109,,,,,,,,,,,,,,,,,67.0,0.002,0.0618,16.2,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.1820978996143024e-06,
31468,CAN,North America,Canada,2020-03-03,51.0,6.0,4.571,,,,1.34,0.158,0.12,,,,,,,,,,,,,733.0,,0.019,,72.0,0.002,0.0635,15.8,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.3397109528962095e-06,
31469,CAN,North America,Canada,2020-03-04,59.0,8.0,5.571,,,,1.55,0.21,0.146,,,,,,,,,,,,,,,,,89.0,0.002,0.0626,16.0,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.5498616906054188e-06,
31470,CAN,North America,Canada,2020-03-05,71.0,12.0,7.0,,,,1.865,0.315,0.184,,,,,,,,,,,,,1099.0,,0.029,,104.0,0.003,0.0673,14.9,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.8650877971692328e-06,
31471,CAN,North America,Canada,2020-03-06,90.0,19.0,8.857,,,,2.364,0.499,0.233,,,,,,,,,,,,,1395.0,296.0,0.037,0.008,136.0,0.004,0.0651,15.4,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.3641957992286047e-06,
31472,CAN,North America,Canada,2020-03-07,98.0,8.0,9.286,,,,2.574,0.21,0.244,,,,,,,,,,,,,1767.0,372.0,0.046,0.01,180.0,0.005,0.0516,19.4,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.5743465369378144e-06,
31473,CAN,North America,Canada,2020-03-08,120.0,22.0,11.714,1.0,1.0,,3.152,0.578,0.308,0.026,0.026,,,,,,,,,,,2699.0,932.0,0.071,0.024,295.0,0.008,0.0397,25.2,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-2539.0,-4.1,-3.82,-66.69659038,3.1522610656381398e-06,
31474,CAN,North America,Canada,2020-03-09,144.0,24.0,14.143,2.0,1.0,,3.783,0.63,0.372,0.053,0.026,,2.24,0.0,0.0,4.0,0.105,,,,,3531.0,832.0,0.093,0.022,407.0,0.011,0.0347,28.8,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,3.782713278765768e-06,
31475,CAN,North America,Canada,2020-03-10,165.0,21.0,16.286,2.0,0.0,,4.334,0.552,0.428,0.053,0.0,,2.27,0.0,0.0,5.0,0.131,,,,,,,,,494.0,0.013,0.033,30.3,tests performed,,,,,,,,,,,,,,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,4.3343589652524426e-06,
31476,CAN,North America,Canada,2020-03-11,228.0,63.0,24.143,2.0,0.0,,5.989,1.655,0.634,0.053,0.0,,2.33,0.0,0.0,5.0,0.131,,,,,4846.0,,0.127,,561.0,0.015,0.043,23.2,tests performed,,,,,,,,,,,,,,13.89,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,5.989296024712466e-06,
31477,CAN,North America,Canada,2020-03-12,289.0,61.0,31.143,3.0,1.0,,7.592,1.602,0.818,0.079,0.026,,2.37,0.0,0.0,5.0,0.131,,,,,6739.0,1893.0,0.177,0.05,806.0,0.021,0.0386,25.9,tests performed,,,,,,,,,,,,,,22.22,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,7.591695399745187e-06,
31478,CAN,North America,Canada,2020-03-13,386.0,97.0,42.286,5.0,2.0,0.714,10.14,2.548,1.111,0.131,0.053,0.019,2.39,1.0,0.026,7.0,0.184,,,,,9889.0,3150.0,0.26,0.083,1213.0,0.032,0.0349,28.7,tests performed,,,,,,,,,,,,,,22.22,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.013977309446935e-05,
31479,CAN,North America,Canada,2020-03-14,453.0,67.0,50.714,5.0,0.0,0.714,11.9,1.76,1.332,0.131,0.0,0.019,2.41,2.0,0.053,9.0,0.236,,,,,13209.0,3320.0,0.347,0.087,1635.0,0.043,0.031,32.2,tests performed,,,,,,,,,,,,,,24.07,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.1899785522783978e-05,
31480,CAN,North America,Canada,2020-03-15,549.0,96.0,61.286,5.0,0.0,0.571,14.422,2.522,1.61,0.131,0.0,0.015,2.44,2.0,0.053,9.0,0.236,,,,,17357.0,4148.0,0.456,0.109,2094.0,0.055,0.0293,34.2,tests performed,,,,,,,,,,,,,,24.07,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-2742.1,-4.04,-3.45,-72.03179223,1.442159437529449e-05,
31481,CAN,North America,Canada,2020-03-16,700.0,151.0,79.429,9.0,4.0,1.0,18.388,3.967,2.086,0.236,0.105,0.026,2.47,2.0,0.053,17.0,0.447,,,,,21876.0,4519.0,0.575,0.119,2621.0,0.069,0.0303,33.0,tests performed,,,,,,,,,,,,,,43.52,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,1.8388189549555818e-05,
31482,CAN,North America,Canada,2020-03-17,854.0,154.0,98.429,12.0,3.0,1.429,22.434,4.045,2.586,0.315,0.079,0.038,2.48,6.0,0.158,22.0,0.578,,,,,26907.0,5031.0,0.707,0.132,3246.0,0.085,0.0303,33.0,tests performed,,,,,,,,,,,,,,43.52,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.2433591250458095e-05,
31483,CAN,North America,Canada,2020-03-18,1097.0,243.0,124.143,19.0,7.0,2.429,28.817,6.383,3.261,0.499,0.184,0.064,2.48,14.0,0.368,31.0,0.814,,,,,34193.0,7286.0,0.898,0.191,4192.0,0.11,0.0296,33.8,tests performed,,,,,,,,,,,,,,62.96,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,2.8816919908375328e-05,
31484,CAN,North America,Canada,2020-03-19,1349.0,252.0,151.429,21.0,2.0,2.571,35.437,6.62,3.978,0.552,0.053,0.068,2.47,16.0,0.42,42.0,1.103,,,,,42801.0,8608.0,1.124,0.226,5152.0,0.135,0.0294,34.0,tests performed,,,,,,,,,,,,,,62.96,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,3.543666814621542e-05,
31485,CAN,North America,Canada,2020-03-20,1692.0,343.0,186.571,28.0,7.0,3.286,44.447,9.01,4.901,0.736,0.184,0.086,2.46,24.0,0.63,52.0,1.366,,,,,50068.0,7267.0,1.315,0.191,5740.0,0.151,0.0325,30.8,tests performed,,,,,,,,,,,,,,73.15,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,4.444688102549777e-05,
31486,CAN,North America,Canada,2020-03-21,2195.0,503.0,248.857,40.0,12.0,5.0,57.66,13.213,6.537,1.051,0.315,0.131,2.43,31.0,0.814,68.0,1.786,,,,,58195.0,8127.0,1.529,0.213,6427.0,0.169,0.0387,25.8,tests performed,,,,,,,,,,,,,,73.15,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,5.766010865896431e-05,
31487,CAN,North America,Canada,2020-03-22,2651.0,456.0,300.286,46.0,6.0,5.857,69.639,11.979,7.888,1.208,0.158,0.154,2.38,35.0,0.919,76.0,1.996,,,,,68730.0,10535.0,1.805,0.277,7339.0,0.193,0.0409,24.4,tests performed,,,,,,,,,,,,,,73.15,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-2726.2,-3.7,0.27,-71.61411764,6.963870070838925e-05,
31488,CAN,North America,Canada,2020-03-23,3297.0,646.0,371.0,59.0,13.0,7.143,86.608,16.97,9.746,1.55,0.341,0.188,2.31,44.0,1.156,103.0,2.706,,,,,79877.0,11147.0,2.098,0.293,8286.0,0.218,0.0448,22.3,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,8.66083727784079e-05,
31489,CAN,North America,Canada,2020-03-24,3996.0,699.0,448.857,70.0,11.0,8.286,104.97,18.362,11.791,1.839,0.289,0.218,2.23,64.0,1.681,153.0,4.019,,,,,90468.0,10591.0,2.376,0.278,9080.0,0.239,0.0494,20.2,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,0.00010497029348575006,
31490,CAN,North America,Canada,2020-03-25,4569.0,573.0,496.0,89.0,19.0,10.0,120.022,15.052,13.029,2.338,0.499,0.263,2.13,72.0,1.891,176.0,4.623,,,,,101538.0,11070.0,2.667,0.291,9621.0,0.253,0.0516,19.4,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,0.00012002234007417218,
31491,CAN,North America,Canada,2020-03-26,5511.0,942.0,594.571,110.0,21.0,12.714,144.768,24.745,15.619,2.89,0.552,0.334,2.06,82.0,2.154,216.0,5.674,,,,,112449.0,10911.0,2.954,0.287,9950.0,0.261,0.0598,16.7,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,0.00014476758943943158,
31492,CAN,North America,Canada,2020-03-27,6380.0,869.0,669.714,131.0,21.0,14.714,167.595,22.828,17.593,3.441,0.552,0.387,1.99,89.0,2.338,260.0,6.83,,,,,124666.0,12217.0,3.275,0.321,10657.0,0.28,0.0628,15.9,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,0.00016759521332309444,
31493,CAN,North America,Canada,2020-03-28,7310.0,930.0,730.714,166.0,35.0,18.0,192.025,24.43,19.195,4.361,0.919,0.473,1.92,125.0,3.284,294.0,7.723,,,,,137153.0,12487.0,3.603,0.328,11280.0,0.296,0.0648,15.4,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,0.00019202523658179,
31494,CAN,North America,Canada,2020-03-29,8246.0,936.0,799.286,203.0,37.0,22.429,216.613,24.588,20.996,5.333,0.972,0.589,1.86,142.0,3.73,329.0,8.642,,,,,152595.0,15442.0,4.008,0.406,11981.0,0.315,0.0667,15.0,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,-2605.3,-3.28,2.08,-68.43821462,0.00021661287289376753,
31495,CAN,North America,Canada,2020-03-30,9478.0,1232.0,883.0,244.0,41.0,26.429,248.976,32.363,23.195,6.41,1.077,0.694,1.8,157.0,4.124,406.0,10.665,,,,,164718.0,12123.0,4.327,0.318,12120.0,0.318,0.0729,13.7,tests performed,,,,,,,,,,,,,,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,0.0002489760865009858,
